,1
1114,550.341016471386
1115,366.598514854908
1116,517.9507173299789
1117,391.7494047880173
1118,414.5702260732651
1119,311.06355237960815
1120,507.4807350039482
1121,460.453269302845
1122,475.4243554472923
1123,279.88356471061707
1124,330.3929551243782
1125,353.1502477526665
1126,485.31846326589584
1127,359.1673133969307
1128,372.2295910716057
1129,483.25988787412643
1130,359.0018821954727
1131,491.7501531839371
1132,468.90515345335007
1133,306.8251392841339
1134,427.6381102800369
1135,550.4869338274002
1136,502.3281240463257
1137,509.14155173301697
1138,541.1841554641724
1139,311.31421518325806
1140,466.9846283197403
1141,460.4583795070648
1142,527.4469756484032
1143,353.30378979444504
1144,542.7809569835663
1145,427.12256187200546
1146,279.03488236665726
1147,523.2456085085869
1148,546.889630138874
1149,425.7845366001129
1150,332.5370442867279
1151,542.575658261776
1152,467.12896460294724
1153,381.35564225912094
1154,336.33935737609863
1155,550.7915577292442
1156,458.5714777112007
1157,239.56728154420853
1158,514.7000570893288
1159,306.71083813905716
1160,308.65073174238205
1161,341.5471546649933
1162,376.1394158601761
1163,273.73683774471283
1164,315.4040821790695
1165,380.2924259901047
1166,335.60584366321564
1167,479.59468829631805
1168,507.29799461364746
1169,429.52428966760635
1170,556.1011371612549
1171,498.6121206879616
1172,563.2270295619965
1173,528.62708735466
1174,490.3169628381729
1175,452.8002243041992
1176,477.2241790294647
1177,461.39532029628754
1178,579.984557569027
1179,373.55633813142776
1180,553.754271030426
1181,649.1954926252365
1182,408.285457611084
1183,590.0316185355186
1184,608.6148430109024
1185,519.4211116433144
1186,471.34484308958054
1187,377.8904823064804
1188,378.6066584587097
1189,293.08811217546463
1190,526.7745795249939
1191,424.2177739739418
1192,423.0024747848511
1193,467.26118302345276
1194,499.88024109601974
1195,390.393381357193
1196,519.9767490625381
1197,593.6147974133492
1198,407.02823346853256
1199,451.03931587934494
1200,415.46701884269714
1201,414.8638810515404
1202,356.7682858109474
1203,459.83083695173264
1204,492.06165343523026
1205,453.94844937324524
1206,521.8757907748222
1207,407.9857842326164
1208,418.1176435351372
1209,383.90762346982956
1210,443.9255905151367
1211,408.4827593564987
1212,511.757944047451
1213,419.3826884627342
1214,438.5356115102768
1215,593.1139038801193
1216,490.9862858057022
1217,428.4398947954178
1218,556.5087127685547
1219,630.6689899563789
1220,496.34592658281326
1221,422.8738370537758
1222,473.2533642053604
1223,490.224251806736
1224,463.54864352941513
1225,504.5873997807503
1226,562.7347673773766
1227,599.9963868260384
1228,415.2395549416542
1229,424.66374719142914
1230,353.6936696767807
1231,604.1038553118706
1232,526.1312355399132
1233,399.18348956108093
1234,275.5037235021591
1235,495.6566839814186
1236,502.61546832323074
1237,247.1625040769577
1238,512.7513517141342
1239,552.5994151234627
1240,514.1387594342232
1241,464.49268835783005
1242,415.46082228422165
1243,449.3614983558655
1244,421.0743730068207
1245,435.2561687231064
1246,365.3101843595505
1247,376.08250176906586
1248,386.335597217083
1249,545.4675957560539
1250,441.47528499364853
1251,306.3880615234375
1252,435.0310725569725
1253,446.35221642255783
1254,364.55379301309586
1255,462.85796904563904
1256,439.0653443932533
1257,570.067197561264
1258,548.9670314788818
1259,271.34097969532013
1260,311.57904720306396
1261,361.55618691444397
1262,508.3576010465622
1263,513.9954836964607
1264,478.58091473579407
1265,431.62939381599426
1266,399.1687510609627
1267,561.4138539433479
1268,600.1696220636368
1269,499.51622331142426
1270,419.80420500040054
1271,491.1539685726166
1272,491.2505043745041
1273,593.1207253336906
1274,516.051415681839
1275,432.6949294805527
1276,483.4510594010353
1277,423.88866299390793
1278,363.4754238128662
1279,460.99818313121796
1280,526.9566140770912
1281,464.30372327566147
1282,517.3267692327499
1283,388.3287572860718
1284,454.5979930758476
1285,455.5611805319786
1286,373.49950128793716
1287,419.63862985372543
1288,387.79155683517456
1289,380.9083925485611
1290,463.89538556337357
1291,549.5364955067635
1292,398.6181536912918
1293,457.745481133461
1294,497.7589685320854
1295,474.3198593258858
1296,371.7343224287033
1297,538.8975351452827
1298,526.0014092922211
1299,495.3918855190277
1300,550.9852924346924
1301,479.16342556476593
1302,352.41897094249725
1303,451.5697121024132
1304,451.0912770628929
1305,439.739171564579
1306,530.3411959409714
1307,508.2062626481056
1308,501.34324127435684
1309,354.7843180298805
1310,419.58496338129044
1311,388.52033084630966
1312,490.17621582746506
1313,363.6157052516937
1314,518.0767751336098
1315,440.4796218276024
1316,559.99820291996
1317,417.79650062322617
1318,369.57724487781525
1319,362.0649996995926
1320,430.3607172369957
1321,565.565182685852
1322,511.4601136445999
1323,548.6125528216362
1324,454.73166650533676
1325,634.916398704052
1326,506.9539226293564
1327,512.1114801764488
1328,431.9303753376007
1329,444.05511194467545
1330,554.057022690773
1331,572.0408915281296
1332,478.13142865896225
1333,499.89138412475586
1334,514.6443618535995
1335,447.78136670589447
1336,285.2753554582596
1337,380.8359209895134
1338,444.63134574890137
1339,554.193444609642
1340,546.3330155611038
1341,235.9698322415352
1342,540.9485000371933
1343,492.84533566236496
1344,377.88476115465164
1345,494.73699778318405
1346,422.9218814969063
1347,488.50538074970245
1348,346.1795396208763
1349,408.570384144783
1350,457.2310494184494
1351,552.3885112404823
1352,385.94755005836487
1353,445.5640203356743
1354,479.6462723016739
1355,404.97703832387924
1356,503.0865920782089
1357,269.07872402668
1358,365.65199077129364
1359,419.9150727391243
1360,360.8505473136902
1361,345.0266496539116
1362,525.9666028022766
1363,455.7785139679909
1364,426.2478331923485
1365,463.47018283605576
1366,467.2266368865967
1367,288.1201439499855
1368,545.7051922678947
1369,562.8652356266975
